keyboard,2,0,1
buttons,3,0,0
battery,1,0,2
keys,1,0,1
connected,0,0,2
calls,0,0,1
phones,1,0,0
setup,1,0,0
heel,1,0,0
favorites,1,0,0
suits,1,0,0
recommend,0,0,1
purchase,1,0,0
reception,1,0,0
morning,1,0,1
screen,1,0,0
signal,1,0,0
ring,1,0,0
call,2,0,0
pain,0,0,1
price,1,0,0
features,1,0,0
quickly,0,0,1
